Event,Fighter,Opponent,Opening_odds,Close_odds1,Close_odds2,Movement
UFC Fight Night 222 Mar 25th 2023,Norma Dumont,Karol Rosa,,,,
UFC 286 Mar 18th 2023,Christian Leroy Duncan,Durko Todorovir,-165,-270,-190,-12.4%▼
UFC 286 Mar 18th 2023,Chris Duncan,Omar Morales,+105,-115,-105,-7.8%▼
UFC Fight Night 137: Santos vs. Anders Sep 22nd 2018,Evan Dunham,Francisco Trinaldo,+165,+145,+145,-8.2%▼
UFC 223: Nurmagomedov vs. Iaquinta Apr 7th 2018,Evan Dunham,Olivier Aubin-Mercier,-180,-145,-140,+8.5%▲
UFC 216: Ferguson vs. Lee Oct 7th 2017,Evan Dunham,Beneil Dariush,+170,+187,+190,+6.6%▲
UFC Fight Night 94: Johnson vs. Poirier Sep 17th 2016,Evan Dunham,Rick Glenn,-280,-340,-340,-4.9%▼
UFC: The Ultimate Fighter 22 Finale: Edgar vs. Mendes Dec 11th 2015,Evan Dunham,Joe Lauzon,-180,-190,-180,-1%▼
UFC Fight Night 72: Bisping vs. Leites Jul 18th 2015,Evan Dunham,Ross Pearson,+135,+205,+205,+23%▲
UFC 182: Jones vs. Cormier Jan 3rd 2015,Evan Dunham,Rodrigo Damm,-350,-705,-675,-12.3%▼
UFC Fight Night 45: Cerrone vs. Miller Jul 16th 2014,Evan Dunham,Edson Barboza,+200,+250,+260,+15.5%▲
UFC 250: Nunes vs. Spencer Jun 6th 2020,Evan Dunham,Herbert Burns,+195,+200,+230,+6.3%▲
UFC 167: St-Pierre vs. Hendricks Nov 16th 2013,Evan Dunham,Donald Cerrone,+140,+110,+115,-12.7%▼
UFC on FX 8: Belfort vs. Rockhold May 18th 2013,Evan Dunham,Rafael Dos Anjos,+140,+180,+190,+15.8%▲
UFC 156: Aldo vs. Edgar Feb 2nd 2013,Evan Dunham,Gleison Tibau,-115,-135,-125,-5.7%▼
UFC 152: Jones vs. Belfort Sep 22nd 2012,Evan Dunham,T.J. Grant,-280,-145,-125,+22%▲
UFC on FOX 2 Jan 28th 2012,Evan Dunham,Nik Lentz,-350,-355,-355,-0.3%▼
UFC Fight Night 25: Battle on the Bayou Sep 17th 2011,Evan Dunham,Shamar Bailey,-400,-415,-415,-0.7%▼
UFC Fight Night 23: Fight For The Troops II Jan 22nd 2011,Evan Dunham,Melvin Guillard,-240,-225,-225,+1.9%▲
UFC 119: Mir vs. Cro Cop Sep 25th 2010,Evan Dunham,Sean Sherk,-185,-178,-178,+1.4%▲
UFC 115: Liddell vs. Franklin Jun 12th 2010,Evan Dunham,Tyson Griffin,+170,+168,+168,-0.7%▼
UFC Fight Night 20: Maynard vs Diaz Jan 11th 2010,Evan Dunham,Efrain Escudero,+215,+235,+235,+6%▲
UFC 102: Couture vs Nogueira Aug 29th 2009,Evan Dunham,Marcus Aurelio,+125,+150,+150,+10%▲
UFC 95: Sanchez vs Stevenson Feb 21st 2009,Evan Dunham,Per Eklund,+140,+130,+130,-4.3%▼
UFC Fight Night 219 Feb 18th 2023,Evan Elder,Nazim Sadykhov,+220,+163,+210,-10.3%▼
UFC Fight Night: Lemos vs. Andrade Apr 23rd 2022,Evan Elder,Preston Parsons,-110,+124,+140,+16.6%▲
UFC 158: St-Pierre vs. Diaz Mar 16th 2013,Reuben Duran,George Roop,+100,-125,-120,-10.3%▼
UFC: The Ultimate Fighter 16 Finale Dec 15th 2012,Reuben Duran,Hugo Viana,-105,-130,-125,-9.6%▼
UFC: The Ultimate Fighter 13 Finale Jun 4th 2011,Reuben Duran,Francisco Rivera,-215,-230,-230,-2.1%▼
UFC On Versus 3: Sanchez vs. Kampmann Mar 3rd 2011,Reuben Duran,Takeya Mizugaki,+170,+185,+185,+5.3%▲
UFC on FOX 8: Johnson vs. Moraga Jul 27th 2013,Aaron Riley,Justin Salas,+150,+195,+220,+18.8%▲
UFC 135: Jones vs. Rampage Sep 24th 2011,Aaron Riley,Tony Ferguson,+205,+310,+310,+25.6%▲
UFC 114: Jackson vs. Evans May 29th 2010,Aaron Riley,Joe Brammer,-175,-200,-200,-4.8%▼
UFC 105: Couture vs Vera Nov 14th 2009,Aaron Riley,Ross Pearson,-240,-172,-172,+10.4%▲
UFC 101: Declaration Aug 8th 2009,Aaron Riley,Shane Nelson,-120,-155,-155,-11.4%▼
UFC 96: Jackson vs Jardine Mar 7th 2009,Aaron Riley,Shane Nelson,-225,-265,-265,-4.9%▼
UFC 91: Couture vs Lesnar Nov 15th 2008,Aaron Riley,Jorge Gurgel,+100,-105,-105,-2.4%▼
UFC Fight Night 221 Mar 11th 2023,Merab Dvalishvili,Petr Yan,+150,+200,+220,+19.1%▲
UFC 278: Usman vs. Edwards 2 Aug 20th 2022,Merab Dvalishvili,Jose Aldo,+145,-170,-125,-46.2%▼
UFC 266: Volkanovski vs. Ortega Sep 25th 2021,Merab Dvalishvili,Marlon Moraes,-110,-310,-250,-41.8%▼
UFC 252: Miocic vs. Cormier 3 Aug 15th 2020,Merab Dvalishvili,John Dodson,-170,-280,-275,-16.8%▼
UFC on ESPN 10: Eye vs. Calvillo Jun 13th 2020,Merab Dvalishvili,Gustavo Lopez,-300,-833,-700,-17.7%▼
UFC on ESPN+ 25: Anderson vs. Blachowicz 2 Feb 15th 2020,Merab Dvalishvili,Casey Kenney,-105,-200,-175,-26.7%▼
UFC on ESPN+ 9: Iaquinta vs. Cowboy May 4th 2019,Merab Dvalishvili,Brad Katona,+170,-172,-158,-67.3%▼
UFC Fight Night 136: Hunt vs. Oleinik Sep 15th 2018,Merab Dvalishvili,Terrion Ware,-350,-560,-550,-8.9%▼
UFC Fight Night 128: Barboza vs. Lee Apr 21st 2018,Merab Dvalishvili,Ricky Simon,+175,-110,-110,-44%▼
UFC Fight Night 123: Swanson vs. Ortega Dec 9th 2017,Merab Dvalishvili,Frankie Saenz,-150,-190,-190,-9.2%▼
UFC on ESPN 23: Reyes vs. Prochazka May 1st 2021,Merab Dvalishvili,Cody Stamann,-140,-290,-250,-25.2%▼
UFC Fight Night 217 Dec 17th 2022,David Dvorak,Manel Kape,+140,+172,+200,+16.1%▲
UFC Fight Night 207 Mar 26th 2022,David Dvorak,Matheus Nicolau,-110,-140,-120,-8.6%▼
UFC Fight Night 188: Font vs. Garbrandt May 22nd 2021,David Dvorak,Juancamilo Ronderos,-460,-720,-450,-3.8%▼
UFC on ESPN+ 36: Covington vs. Woodley Sep 19th 2020,David Dvorak,Jordan Espinosa,-170,-120,-111,+14.7%▲
UFC on ESPN+ 28: Lee vs. Oliveira Mar 14th 2020,David Dvorak,Bruno Silva,+115,-128,-125,-19.9%▼
UFC: The Ultimate Fighter 7 Finale Jun 21st 2008,Marvin Eastman,Drew McFedries,-115,+130,+130,+18.7%▲
UFC 81: Breaking Point Feb 2nd 2008,Marvin Eastman,Terry Martin,+175,+185,+185,+3.5%▲
UFC 286 Mar 18th 2023,Marvin Vettori,Roman Dolidze,-275,-715,-235,-2.6%▼
UFC Fight Night: Gane vs. Tuivasa Sep 3rd 2022,Marvin Vettori,Robert Whittaker,+188,+170,+190,-3.2%▼
UFC 275 Jun 11th 2022,Marvin Vettori,Robert Whittaker,+165,+188,+195,+9.2%▲
UFC Fight Night: Costa vs. Vettori Oct 23rd 2021,Marvin Vettori,Paulo Costa,+130,-222,-175,-51.8%▼
UFC 263: Adesanya vs. Vettori 2 Jun 12th 2021,Marvin Vettori,Israel Adesanya,+200,+180,+225,-0.3%▼
UFC on ABC 2: Vettori vs. Holland Apr 10th 2021,Marvin Vettori,Kevin Holland,-230,-335,-290,-9.4%▼
UFC on ESPN 19: Hermansson vs. Vettori Dec 5th 2020,Marvin Vettori,Jack Hermansson,-160,-139,-130,+6.6%▲
UFC on ESPN 10: Eye vs. Calvillo Jun 13th 2020,Marvin Vettori,Karl Roberson,-200,-214,-200,-1.3%▼
UFC on ESPN+ 29: Smith vs. Teixeira May 13th 2020,Marvin Vettori,Karl Roberson,-150,-205,-195,-11.1%▼
UFC on ESPN+ 19: Joanna vs. Waterson Oct 12th 2019,Marvin Vettori,Andrew Sanchez,-270,-400,-370,-9.1%▼
UFC on ESPN+ 13: De Randamie vs. Ladd Jul 13th 2019,Marvin Vettori,Cezar Ferreira,-170,-220,-189,-6.4%▼
UFC on FOX 29: Poirier vs. Gaethje Apr 14th 2018,Marvin Vettori,Israel Adesanya,+180,+202,+205,+7.9%▲
UFC 219: Cyborg vs. Holm Dec 30th 2017,Marvin Vettori,Omari Akhmedov,-265,-270,-250,+0.5%▲
UFC Fight Night 112: Chiesa vs. Lee Jun 25th 2017,Marvin Vettori,Vitor Miranda,-210,-380,-365,-16.4%▼
UFC 207: Nunes vs. Rousey Dec 30th 2016,Marvin Vettori,Antonio Carlos Junior,+115,+100,+100,-7.5%▼
UFC 202: Diaz vs. McGregor 2 Aug 20th 2016,Marvin Vettori,Alberto Uda,-190,-166,-165,+4.7%▲
UFC 174: Johnson vs. Bagautinov Jun 14th 2014,Mike Easton,Yves Jabouin,-190,-225,-220,-5.4%▼
UFC Fight Night 35: Rockhold vs. Philippou Jan 15th 2014,Mike Easton,T.J. Dillashaw,+170,+250,+270,+25%▲
UFC on Fuel TV 9: Mousasi vs. Latifi Apr 6th 2013,Mike Easton,Brad Pickett,+140,+135,+140,-0.8%▼
UFC on FOX 5: Henderson vs. Diaz Dec 8th 2012,Mike Easton,Raphael Assuncao,-210,-300,-290,-10.2%▼
UFC 148: Silva vs. Sonnen 2 Jul 7th 2012,Mike Easton,Ivan Menjivar,-115,-105,+105,+6.5%▲
UFC on FX 1: Guillard vs. Miller Jan 20th 2012,Mike Easton,Jared Papazian,-360,-430,-430,-3.7%▼
UFC On Versus 6: Cruz vs. Johnson Oct 1st 2011,Mike Easton,Byron Bloodworth,-370,-390,-390,-1.1%▼
UFC on FOX 25: Weidman vs. Gastelum Jul 22nd 2017,Frankie Perez,Chris Wade,+190,+270,+300,+24.7%▲
UFC Fight Night 102: Lewis vs. Abdurakhimov Dec 9th 2016,Frankie Perez,Marc Diakiese,+220,+200,+220,-3.2%▼
UFC Fight Night 74: Holloway vs. Oliveira Aug 23rd 2015,Frankie Perez,Sam Stout,-110,-150,-145,-13.9%▼
UFC Fight Night 59: McGregor vs. Siver Jan 18th 2015,Frankie Perez,Johnny Case,+120,+145,+155,+12%▲
UFC on ESPN+ 31: Brunson vs. Shahbazyan Aug 1st 2020,Frankie Saenz,Jonathan Martinez,+190,+200,+205,+4.3%▲
UFC on ESPN+ 6: Thompson vs. Pettis Mar 23rd 2019,Frankie Saenz,Marlon Vera,+175,+150,+150,-10%▼
UFC Fight Night 129: Maia vs. Usman May 19th 2018,Frankie Saenz,Henry Briones,-265,-340,-315,-5.6%▼
UFC Fight Night 123: Swanson vs. Ortega Dec 9th 2017,Frankie Saenz,Merab Dvalishvili,+110,+165,+165,+20.8%▲
UFC Fight Night 103: Rodriguez vs. Penn Jan 15th 2017,Frankie Saenz,Augusto Mendes,-230,-160,-150,+12.8%▲
UFC on FOX 20: Holm vs. Shevchenko Jul 23rd 2016,Frankie Saenz,Eddie Wineland,-185,-170,-155,+4.5%▲
UFC 194: Aldo vs. McGregor Dec 12th 2015,Frankie Saenz,Urijah Faber,+335,+350,+390,+7.4%▲
UFC Fight Night 73: Saint Preux vs. Teixeira Aug 8th 2015,Frankie Saenz,Sirwan Kakai,-130,+105,+118,+16.5%▲
UFC Fight Night 61: Bigfoot vs. Mir Feb 22nd 2015,Frankie Saenz,Iuri Alcantara,+225,+725,+775,+61.8%▲
UFC Fight Night 47: Bader vs. Saint Preux Aug 16th 2014,Frankie Saenz,Nolan Ticman,-170,-135,-120,+10.8%▲
UFC on ESPN+ 40: Santos vs. Teixeira Nov 7th 2020,Eduardo Garagorri,Darren Elkins,+190,+245,+250,+16.7%▲
UFC on ESPN+ 22: Blachowicz vs. Jacare Nov 16th 2019,Eduardo Garagorri,Ricardo Ramos,+165,+275,+345,+36.5%▲
UFC on ESPN+ 1: Cejudo vs. Dillashaw Jan 19th 2019,Te Edwards,Dennis Bermudez,+130,-139,-112,-27.8%▼
UFC Fight Night 138: Volkan vs. Smith Oct 27th 2018,Te Edwards,Don Madge,+225,-556,-450,-170.3%▼
UFC Fight Night: Holloway vs. Allen Apr 15th 2023,Joselyne Edwards,Lucie Pudilova,+150,+110,+122,-16.3%▼
UFC 275 Jun 11th 2022,Joselyne Edwards,Ramona Pascual,-180,-178,-165,+1.6%▲
UFC Fight Night: Costa vs. Vettori Oct 23rd 2021,Joselyne Edwards,Jessica-Rose Clark,+130,+120,+145,+0.4%▲
UFC Fight Night 184: Overeem vs. Volkov Feb 6th 2021,Joselyne Edwards,Karol Rosa,+175,+165,+175,-2.2%▼
UFC on ABC 1: Holloway vs. Kattar Jan 16th 2021,Joselyne Edwards,Wu Yanan,+205,-122,-110,-62.5%▼
UFC on ESPN: Barboza vs. Chikadze Aug 28th 2021,Joselyne Edwards,Zarah Fairn,,,,
UFC 277: Pena vs. Nunes 2 Jul 30th 2022,Joselyne Edwards.,Ji Yeon Kim,+130,-139,-120,-30.4%▼
UFC Fight Night 57: Edgar vs. Swanson Nov 22nd 2014,Yves Edwards,Akbarh Arreola,-210,-340,-265,-11%▼
UFC Fight Night 42: Henderson vs. Khabilov Jun 7th 2014,Yves Edwards,Piotr Hallmann,+135,+145,+145,+4.1%▲
UFC Fight Night 31: Fight For The Troops III Nov 6th 2013,Yves Edwards,Yancy Medeiros,+140,+200,+235,+24.5%▲
UFC on FOX 8: Johnson vs. Moraga Jul 27th 2013,Yves Edwards,Daron Cruickshank,+125,+145,+165,+11.8%▲
UFC 156: Aldo vs. Edgar Feb 2nd 2013,Yves Edwards,Isaac Vallie-Flagg,-245,-220,-215,+3.5%▲
UFC on FOX 5: Henderson vs. Diaz Dec 8th 2012,Yves Edwards,Jeremy Stephens,+140,+190,+200,+18.6%▲
UFC: The Ultimate Fighter 14 Finale Dec 3rd 2011,Yves Edwards,Tony Ferguson,+240,+318,+318,+18.7%▲
UFC On Versus 6: Cruz vs. Johnson Oct 1st 2011,Yves Edwards,Rafaello Oliveira,-175,-155,-155,+4.5%▲
UFC 131: Carwin vs. Dos Santos Jun 11th 2011,Yves Edwards,Sam Stout,-115,+167,+167,+30%▲
UFC Fight Night 23: Fight For The Troops II Jan 22nd 2011,Yves Edwards,Cody McKenzie,-260,-310,-310,-4.7%▼
UFC Fight Night 22: Marquardt vs. Palhares Sep 15th 2010,Yves Edwards,John Gunderson,-115,+105,+105,+8.8%▲
UFC Fight Night 74: Holloway vs. Oliveira Aug 23rd 2015,Yves Jabouin,Felipe Arantes,+135,+210,+220,+25.4%▲
UFC 186: Johnson vs. Horiguchi Apr 25th 2015,Yves Jabouin,Thomas Almeida,+335,+330,+335,-0.5%▼
UFC 174: Johnson vs. Bagautinov Jun 14th 2014,Yves Jabouin,Mike Easton,+150,+190,+200,+15.3%▲
UFC on FOX 10: Henderson vs. Thomson Jan 25th 2014,Yves Jabouin,Eddie Wineland,+225,+370,+400,+33%▲
UFC 161: Evans vs. Henderson Jun 15th 2013,Yves Jabouin,Dustin Pague,-350,-350,-340,+0.3%▲
UFC on FUEL TV 5: Struve vs. Miocic Sep 29th 2012,Yves Jabouin,Brad Pickett,+180,+140,+146,-15.2%▼
UFC on FUEL TV 3: Korean Zombie vs. Poirier May 15th 2012,Yves Jabouin,Jeff Hougland,-260,-305,-290,-3.7%▼
UFC 140: Jones vs. Machida Dec 10th 2011,Yves Jabouin,Walel Watson,-210,-155,-155,+10.3%▲
UFC 134: Silva vs. Okami Aug 27th 2011,Yves Jabouin,Ian Loveland,+110,+170,+170,+22.2%▲
UFC 129: St-Pierre vs. Shields Apr 30th 2011,Yves Jabouin,Pablo Garza,+150,-160,-160,-53.8%▼
UFC Fight Night 224 Apr 29th 2023,Stephanie Egger,Irina Alekseeva,-205,-333,-275,-12.7%▼
UFC Fight Night: Gane vs. Tuivasa Sep 3rd 2022,Stephanie Egger,Ailin Perez,-145,-295,-250,-22.2%▼
UFC on ESPN: Santos vs. Hill Aug 6th 2022,Stephanie Egger,Mayra Bueno Silva,+110,-139,+150,-15%▼
UFC Feb 19th 2022,Stephanie Egger,Jessica-Rose Clark,+200,+145,+175,-17.2%▼
UFC Fight Night: Santos vs. Walker Oct 2nd 2021,Stephanie Egger,Shanna Young,+130,-164,-143,-39.1%▼
UFC on ESPN+ 37: Moraes vs. Sandhagen Oct 10th 2020,Stephanie Egger,Tracy Cortez,+225,+127,+140,-40.7%▼
UFC on FOX 2 Jan 28th 2012,Jon Olav Einemo,Mike Russow,+160,-105,-105,-33.2%▼
UFC 131: Carwin vs. Dos Santos Jun 11th 2011,Jon Olav Einemo,Dave Herman,+110,+133,+133,+9.9%▲
UFC 95: Sanchez vs Stevenson Feb 21st 2009,Per Eklund,Evan Dunham,-170,-160,-160,+2.3%▲
UFC 89: Bisping vs Leben Oct 18th 2008,Per Eklund,Samy Schiavo,-190,-215,-215,-4.2%▼
UFC 80: Rapid Fire Jan 19th 2008,Per Eklund,Sam Stout,+240,+205,+205,-11.5%▼
UFC Fight Night 28: Teixeira vs. Bader Sep 4th 2013,Joao Zeferino,Elias Silverio,+110,-115,+100,-9%▼
UFC on FX 8: Belfort vs. Rockhold May 18th 2013,Joao Zeferino,Rafael Natal,+250,+270,+270,+5.4%▲
UFC Fight Night 142: Dos Santos vs. Tuivasa Dec 1st 2018,Elias Garcia,Kai Kara France,+255,+300,+330,+13.4%▲
UFC Fight Night 133: Dos Santos vs. Ivanov Jul 14th 2018,Elias Garcia,Mark de La Rosa,-130,-135,-135,-1.6%▼
UFC Fight Night 214 Dec 3rd 2022,Darren Elkins,Jonathan Pearce,+250,+350,+450,+29%▲
UFC Fight Night: Font vs. Vera Apr 30th 2022,Darren Elkins,Tristan Connelly,-150,-190,-164,-5.8%▼
UFC Fight Night: Lewis vs. Daukaus Dec 18th 2021,Darren Elkins,Cub Swanson,+135,+130,+155,+4.9%▲
UFC on ESPN: Sandhagen vs. Dillashaw Jul 24th 2021,Darren Elkins,Darrick Minner,-150,+125,+150,+28.5%▲
UFC on ESPN+ 40: Santos vs. Teixeira Nov 7th 2020,Darren Elkins,Eduardo Garagorri,-225,-333,-290,-9%▼
UFC on ESPN 8: Overeem vs. Harris May 16th 2020,Darren Elkins,Nate Landwehr,+150,-139,-120,-39.9%▼
UFC on ESPN+ 13: De Randamie vs. Ladd Jul 13th 2019,Darren Elkins,Ryan Hall,+100,-125,-105,-7%▼
UFC Fight Night 140: Magny vs. Ponzinibbio Nov 17th 2018,Darren Elkins,Ricardo Lamas,+155,+150,+160,0%
UFC Fight Night 133: Dos Santos vs. Ivanov Jul 14th 2018,Darren Elkins,Alex Volkanovski,+120,+180,+185,+22.3%▲
UFC Fight Night 124: Stephens vs. Choi Jan 14th 2018,Darren Elkins,Michael Johnson,+125,+170,+175,+17.6%▲
UFC on FOX 25: Weidman vs. Gastelum Jul 22nd 2017,Darren Elkins,Dennis Bermudez,+150,+175,+185,+10.7%▲
UFC 209: Woodley vs. Thompson 2 Mar 4th 2017,Darren Elkins,Mirsad Bektic,+250,+475,+525,+41.7%▲
UFC on FOX 20: Holm vs. Shevchenko Jul 23rd 2016,Darren Elkins,Godofredo Pepey,-245,-260,-240,-0.6%▼
UFC 196: McGregor vs. Diaz Mar 5th 2016,Darren Elkins,Chas Skelly,-110,+155,+155,+25.1%▲
UFC Fight Night 76: Holohan vs. Smolka Oct 24th 2015,Darren Elkins,Robert Whiteford,-180,-160,-155,+4.7%▲
UFC Fight Night 58: Machida vs. Dollaway Dec 20th 2014,Darren Elkins,Hacran Dias,-105,+190,+210,+34.9%▲
UFC 179: Aldo vs. Mendes II Oct 25th 2014,Darren Elkins,Lucas Martins,-150,-220,-210,-13.8%▼
UFC on FOX 10: Henderson vs. Thomson Jan 25th 2014,Darren Elkins,Jeremy Stephens,-110,+105,+110,+8.2%▲
UFC Fight Night 27: Condit vs. Kampmann II Aug 28th 2013,Darren Elkins,Hatsu Hioki,+135,+140,+145,+3.3%▲
UFC on FOX 7: Henderson vs. Melendez Apr 20th 2013,Darren Elkins,Chad Mendes,+315,+455,+510,+28.8%▲
UFC 158: St-Pierre vs. Diaz Mar 16th 2013,Darren Elkins,Antonio Carvalho,-230,-235,-230,-0.4%▼
UFC 154: St-Pierre vs. Condit Nov 17th 2012,Darren Elkins,Steven Siler,-120,-110,-110,+4%▲
UFC 146: Dos Santos vs. Mir May 26th 2012,Darren Elkins,Diego Brandao,+290,+230,+240,-16.4%▼
UFC 136: Edgar vs. Maynard 3 Oct 8th 2011,Darren Elkins,Tiequan Zhang,+120,+125,+125,+2.2%▲
UFC 131: Carwin vs. Dos Santos Jun 11th 2011,Darren Elkins,Michihiro Omigawa,+250,+175,+175,-27.3%▼
UFC On Versus 2 Aug 1st 2010,Darren Elkins,Charles Oliveira,+310,+200,+200,-36.7%▼
UFC on Versus 1: Vera vs. Jones Mar 21st 2010,Darren Elkins,Duane Ludwig,+150,+135,+135,-6.4%▼
UFC on ESPN: Barboza vs. Chikadze Aug 28th 2021,Darren Stewart,Dustin Jacoby,+150,+155,+172,+5.3%▲
UFC 263: Adesanya vs. Vettori 2 Jun 12th 2021,Darren Stewart,Eryk Anders,-110,+120,+127,+14.4%▲
UFC on ESPN+ 36: Covington vs. Woodley Sep 19th 2020,Darren Stewart,Kevin Holland,+225,+230,+265,+5.8%▲
UFC on ESPN+ 32: Lewis vs. Oleinik Aug 8th 2020,Darren Stewart,Maki Pitolo,-150,-190,-175,-8.2%▼
UFC on ESPN 6: Reyes vs. Weidman Oct 18th 2019,Darren Stewart,Deron Winn,-135,-105,+110,+13%▲
UFC 238: Cejudo vs. Moraes Jun 8th 2019,Darren Stewart,Bevon Lewis,+115,+150,+155,+14.7%▲
UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman Nov 30th 2018,Darren Stewart,Edmen Shahbazyan,-110,-111,+100,+2.7%▲
UFC 228: Woodley vs. Till Sep 8th 2018,Darren Stewart,Charles Byrd,+145,+150,+153,+2.8%▲
UFC Fight Night 130: Thompson vs. Till May 27th 2018,Darren Stewart,Eric Spicely,+180,+135,+140,-17.6%▼
UFC on FOX 26: Lawler vs. Dos Anjos Dec 16th 2017,Darren Stewart,Julian Marquez,+190,+275,+280,+23.3%▲
UFC Fight Night 120: Poirier vs. Pettis Nov 11th 2017,Darren Stewart,Karl Roberson,+150,+185,+190,+13.2%▲
UFC Fight Night 107: Manuwa vs. Anderson Mar 18th 2017,Darren Stewart,Francimar Barroso,-180,-210,-205,-5.1%▼
UFC Fight Night 100: Bader vs. Nogueira Nov 19th 2016,Darren Stewart,Francimar Barroso,+120,+135,+135,+6.4%▲
UFC Fight Night 187: Edwards vs. Muhammad Mar 13th 2021,Darren Stewart,Eryk Anders,-185,-190,-158,+3%▲
UFC 282 Dec 10th 2022,Darren Till,Dricus Du Plessis,+115,+145,+180,+18.3%▲
UFC Fight Night 191 Sep 4th 2021,Darren Till,Derek Brunson,-138,-177,-145,-6.6%▼
UFC on ESPN 14: Whittaker vs. Till Jul 25th 2020,Darren Till,Robert Whittaker,+115,+137,+150,+11.5%▲
UFC 244: Masvidal vs. Diaz Nov 2nd 2019,Darren Till,Kelvin Gastelum,+115,+165,+187,+21.5%▲
UFC on ESPN+ 5: Till vs. Masvidal Mar 16th 2019,Darren Till,Jorge Masvidal,-245,-225,-223,+2.6%▲
UFC 228: Woodley vs. Till Sep 8th 2018,Darren Till,Tyron Woodley,+140,-115,-110,-27.3%▼
UFC Fight Night 130: Thompson vs. Till May 27th 2018,Darren Till,Stephen Thompson,+125,+124,+130,+0.9%▲
UFC Fight Night 118: Cerrone vs. Till Oct 21st 2017,Darren Till,Donald Cerrone,+125,+127,+130,+1.7%▲
UFC Fight Night 115: Volkov vs. Struve Sep 2nd 2017,Darren Till,Bojan Velickovic,-150,-190,-185,-8.8%▼
UFC Fight Night 109: Gustafsson vs. Teixeira May 28th 2017,Darren Till,Jessin Ayari,-275,-275,-275,0%
UFC Fight Night 76: Holohan vs. Smolka Oct 24th 2015,Darren Till,Nicolas Dalby,+110,-145,-144,-24.3%▼
UFC Fight Night 67: Alves vs. Condit May 30th 2015,Darren Till,Wendell Oliveira,-105,+110,+110,+7%▲
UFC on FOX 9: Johnson vs. Benavidez Dec 14th 2013,Darren Uyenoyama,Alptekin Ozkilic,+160,+190,+210,+13.3%▲
UFC on FOX 7: Henderson vs. Melendez Apr 20th 2013,Darren Uyenoyama,Joseph Benavidez,+335,+450,+480,+23%▲
UFC on FX 5: Browne vs. Bigfoot Oct 5th 2012,Darren Uyenoyama,Phil Harris,-380,-325,-300,+4.3%▲
UFC On FOX 1: Velasquez vs. Dos Santos Nov 12th 2011,Darren Uyenoyama,Norifumi Yamamoto,+320,+348,+348,+6.3%▲
UFC on FOX 13: Dos Santos vs. Miocic Dec 13th 2014,Joe Ellenberger,Bryan Barberena,-290,-210,-205,+9.2%▲
UFC Fight Night 44: Swanson vs. Stephens Jun 28th 2014,Joe Ellenberger,James Moontasri,-210,-185,-177,+4.9%▲
UFC Fight Night: Dern vs. Rodriguez Oct 9th 2021,Tim Elliott,Matheus Nicolau,+135,+150,+168,+9.3%▲
UFC 259: Blachowicz vs. Adesanya Mar 6th 2021,Tim Elliott,Jordan Espinosa,-130,-164,-125,-5.3%▼
UFC on ESPN 13: Kattar vs. Ige Jul 15th 2020,Tim Elliott,Ryan Benoit,-190,-164,-155,+5.8%▲
UFC 246: McGregor vs. Cowboy Jan 18th 2020,Tim Elliott,Askar Askarov,+160,+125,+130,-14.5%▼
UFC on ESPN+ 19: Joanna vs. Waterson Oct 12th 2019,Tim Elliott,Deiveson Figueiredo,+160,+155,+162,-0.4%▼
UFC 219: Cyborg vs. Holm Dec 30th 2017,Tim Elliott,Mark de La Rosa,-230,-200,-190,+5.2%▲
UFC Fight Night 110: Lewis vs. Hunt Jun 10th 2017,Tim Elliott,Ben Nguyen,-150,-190,-170,-7.1%▼
UFC on FOX 24: Johnson vs. Reis Apr 15th 2017,Tim Elliott,Louis Smolka,-230,-185,-174,+7.8%▲
UFC: The Ultimate Fighter 24 Finale Dec 3rd 2016,Tim Elliott,Demetrious Johnson,+500,+600,+650,+17.2%▲
UFC Fight Night 60: Henderson vs. Thatch Feb 14th 2015,Tim Elliott,Zach Makovsky,+100,-132,-120,-11.5%▼
UFC on ESPN 9: Woodley vs. Burns May 30th 2020,Tim Elliott,Brandon Royval,-180,-152,-138,+8.5%▲
UFC 167: St-Pierre vs. Hendricks Nov 16th 2013,Tim Elliott,Ali Bagautinov,-210,-170,-160,+8.1%▲
UFC 164: Henderson vs. Pettis II Aug 31st 2013,Tim Elliott,Louis Gaudinot,-160,-240,-230,-14%▼
UFC: The Ultimate Fighter 16 Finale Dec 15th 2012,Tim Elliott,Jared Papazian,-170,-195,-190,-4.6%▼
UFC on FOX 3: Diaz vs. Miller May 5th 2012,Tim Elliott,John Dodson,+320,+405,+440,+19.7%▲
UFC Fight Night 204 Mar 5th 2022,Timothy Elliott,Tagir Ulanbekov,+235,+180,+200,-15.5%▼
UFC 172: Jones vs. Teixeira Apr 26th 2014,Timothy Elliott,Joseph Benavidez,+285,+395,+400,+22.7%▲
UFC Fight Night 65: Hunt vs. Miocic May 9th 2015,Lisa Ellis,Bec Rawlings,+180,+180,+185,+1.1%▲
UFC: The Ultimate Fighter 20 Finale Dec 12th 2014,Lisa Ellis,Felice Herrig,+260,+285,+315,+10%▲
UFC Fight Night 99: Mousasi vs. Hall 2 Nov 19th 2016,Anna Elmose,Amanda Cooper,-165,-140,-132,+7.4%▲
UFC Fight Night 87: Overeem vs. Arlovski May 8th 2016,Anna Elmose,Germaine de Randamie,+260,+325,+350,+17.8%▲
